,name,slider,flags,opposites,introduce,cancel,raise,lower,department,prereqs,mincost,maxcost,costfunction,cost multiplier,implementation,minincome,maxincome,incomefunction,incomemultiplier,nationalisation GDP percentage,,,,,,,,,,,,,,
#,FamilyLeave,default,,,13,18,8,8,ECONOMY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Parents,0.07+(0.15*x)","Parents_income_fixed,100+(2000*x)","Parents_freq,0.025+(0.04*x),4","Population,0.03+(0.03*x),4","GenderEquality,0+(0.25*x)","Liberal,0+(0.25*x)","Conservatives,0-(0.25*x)","GenderPayGap,0-(0.15*x)",,,,,
#,MenstrualLeave,default,,,13,18,8,8,ECONOMY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,0+(0.15*x)","Conservatives,0-(0.15*x)","Capitalist,0-(0.33*x)","Feminism,0+(0.15*x)","GenderPayGap,0+(0.05*x)","WomenStrike,0-(0.11*x)",,,,,,,
#,MicrotransactionRegulations,default,,,12,12,8,8,ECONOMY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Parents,0.07+(0.15*x)","Conservatives,0+(0.15*x)","Young,0.07+(0.25*x)","Capitalist,-0.17-(0.27*x)","Gamblers,0-(0.15*x)",,,,,,,,
#,StateEmployeeWages,default,UNCANCELLABLE,,0,0,22,22,ECONOMY,,50,2500,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"_LowIncome,0+(0.11*x)","_MiddleIncome,0+(0.11*x)","Capitalist,0.25-(0.75*x)","Conservatives,0.25-(0.5*x)","StateEmployees,-0.5+(1.0*x)","StateEmployees_income,-0.25+(0.75*x)","StateEmployees_freq,-0.05+(0.20*x)","Socialist,-0.25+(0.5*x)",,,,,
#,InternetforThePoor,default,,,8,1,1,1,PUBLICSERVICES,,50,1000,0+(1.0*x),"PrivateTelecoms,0+(1.00*x);StateTelecoms,0.5-(1.00*x)",1,0,0,0+(1.0*x),,,#Effects,"_LowIncome,0+(0.12*x)","Poor,0+(0.22*x)","Capitalist,0+(0.11*x)","Socialist,0+(0.22*x)","Wealthy,0-(0.22*x)","Conservatives,0-(0.22*x)","Liberal,0-(0.11*x)","WorkerProductivity,0+(0.08*x)","Education,0+(0.08*x)","Unemployment,0-(0.05*x)",,,
#,ObamaPhones,default,,,8,1,1,1,PUBLICSERVICES,,50,800,0+(1.0*x),"PrivateTelecoms,0+(1.00*x);StateTelecoms,0.5-(1.00*x)",1,0,0,0+(1.0*x),,,#Effects,"_LowIncome,0+(0.12*x)","Poor,0+(0.22*x)","Capitalist,0+(0.11*x)","Socialist,0+(0.22*x)","Wealthy,0-(0.22*x)","Conservatives,0-(0.22*x)","Liberal,0-(0.11*x)","Unemployment,0-(0.05*x)",,,,,
#,WomenIn,default,,TraditionalFamilly,5,1,1,1,PUBLICSERVICES,,250,1000,0+(1.0*x),"GenderPayGap,0.1+(1.00*x)",1,0,0,0+(1.0*x),,,#Effects,"Liberal,0.05+(0.15*x),6","Conservatives,-0.05-(0.15*x),6","GenderPayGap,0-(0.55*x),20",,,,,,,,,,
#,TraditionalFamilly,default,,WomenIn,5,1,1,1,PUBLICSERVICES,,50,500,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.05-(0.15*x),6","Conservatives,0.05+(0.15*x),6","Religious,0.05+(0.25*x),6","Feminism,-0.05-(0.25*x),16",,,,,,,,,
#,FreeContraception,default,,,8,1,1,1,PUBLICSERVICES,,50,250,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,0+(0.15*x),6","Conservatives,-0.05-(0.15*x),6","Religious,-0.05-(0.25*x),6","Capitalist,0+(0.05*x),6","Young,0+(0.1*x),6","HIVAIDS,-0.05-(0.15*x),6","GenderEquality,0+(0.1*x),8","WomenStrike,0-(0.1*x),8","_LowIncome,0+(0.1*x)","Poor,0+(0.1*x)",,,
#,HivAidsAwarnessCampaign,default,,,1,1,1,1,PUBLICSERVICES,,50,250,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"HIVAIDS,-0.05-(0.45*x),6",,,,,,,,,,,,
#,Seducation,default,,,1,1,1,1,PUBLICSERVICES,,50,250,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Conservatives,-0.05-(0.15*x),6","Religious,-0.15-(0.25*x),6","Liberal,0.05+(0.25*x),6","Feminism,0.05+(0.25*x),16","GenderEquality,0.1+(0.2*x),8","HIVAIDS,-0.15-(0.65*x),6",,,,,,,
#,ChurchHelp,default,,,12,12,12,12,PUBLICSERVICES,,50,750,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Religious,0.1+(0.33*x),3","Religious_freq,0+(0.11*x),6","DrugAddiction,0-(0.11*x),3","WomenProstitution,0-(0.22*x),3","Gamblers,0-(0.22*x),3","TobaccoUse,0-(0.33*x),3","Alcoholism,0-(0.33*x),3",,,,,,
#,TourismTax,tax,,,20,5,20,5,TAX,,0,0,0+(1.0*x),,1,1,1000,0+(1.0*x),"Tourism,0+(1.0*x)",,#Effects,"Tourism,-0.5*(x^1.4),16","Capitalist,-0.05-(0.15*x),4","AirTravel,-0.22*(Tourism*x)","Patriot,0+(0.065*x)",,,,,,,,,
#,ProstitutionTax,tax,,,9,7,12,4,TAX,,0,0,0+(1.0*x),,1,0,1300,0+(1.0*x),"LegaliseProstitution,0+(1.0*x)",,#Effects,"Poor,-0.16*(LegaliseProstitution*x)","PovertyRate,0.13*(LegaliseProstitution*x)","GenderEquality,-0.11*(LegaliseProstitution*x)","GDP,-0.02*(LegaliseProstitution*x)","SelfEmployed,-0.07*(LegaliseProstitution*x)","Conservatives,+0.0+(x^3)*0.16",,,,,,,,,,,,
#,ForeignReligionTax,inheritancetax,,,30,12,25,12,TAX,,0,0,0+(1.0*x),,1,50,1350,0+(1.0*x),"ForeignReligion,0+(1.0*x)",,#Effects,"EthnicMinorities,0-(0.2*x)","Patriot,0+(0.2*x)","ForeignReligion,0-(0.1*x)","Religious_income,0-(0.06*x)","Religious,0-(0.55*x),3","Liberal,0+(0.25*x)","Socialist,0+(0.25*x)",,,,,,
#,GamblingTax,tax,,,7,7,6,6,TAX,,0,0,0+(1.0*x),,1,0,2000,0+(1.0*x),"Gamblers,0.2+(1.0*x)",,#Effects,"Religious,-0.05-(0.25*x),3","Poor,-0.21*(Gambling*x)","PovertyRate,0.25*(Gambling*x)","Equality,-0.12*(Gambling*x)","Capitalist,-0.09*(Gambling*x)","GDP,-0.03*(Gambling*x)",,,,,,,,,,,
#,GamingTax,tax,,,16,10,12,8,TAX,,0,0,0+(1.0*x),,1,1,2000,0+(1.0*x),"Young_perc,0.4+(1.1*x)",,#Effects,"Young,0-(0.75*x)","Parents,0.05-(0.30*x)","Conservatives,0+(0.25*x)","GDP,1.0*(Young*x)",,,,,,,,,
#,ChurchTax,smalltax,,,12,12,12,1,TAX,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Religious,0.1+(0.25*x),3",,"Liberal,-0.1-(0.15*x),3","Conservatives,0.1-(0.25*x)","Wealthy,-0.1-(0.1*x)","_LowIncome,0-(0.22*x)","_MiddleIncome,0-(0.11*x)","_HighIncome,0-(0.11*x)","PersonalDebt,0+(0.05*x)",,,,,,
#,NativeRelligionTaxation,default,,,12,12,22,22,TAX,,0,0,0+(1.0*x),,1,50,1350,0+(1.0*x),"Religious_perc,0.4+(1.1*x)",,#Effects,"Religious,0-(0.55*x),3","Conservatives,0-(0.25*x)","Socialist,0+(0.25*x)","Religious_income,0-(0.06*x)","Liberal,0+(0.25*x)",,,,,,,,
#,TaxCodeStrength,default,UNCANCELLABLE,,0,0,22,22,TAX,,10,100,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"MultinationalTaxEvasion,+0.02-(0.13*x),3","TaxEvasion,+0.02-(0.13*x),3","Capitalist,-0.07-(0.23*x)","CorporateExodus,0.0+(0.1*x^5),3","Socialist,0.05+(0.18*x)","Wealthy,-0.05-(0.21*x)","Wealthy_income,-0.02-(0.06*x)","Capitalist_income,-0.02-(0.05*x)","MiddleIncome,-0.03-(0.12*x)","Poor,0.04+(0.11*x)"
#,PlasticSurgeryTax,inheritancetax,,,20,5,20,5,TAX,,0,0,0+(1.0*x),,1,1,1250,0+(1.0*x),"PlasticSurgery,0+(1.00*x)",,#Effects,"Capitalist,0-(0.22*x)","Liberal,0-(0.22*x)","Wealthy,0-(0.5*x)","Young,0-(0.05*x)","Conservatives,0+(0.22*x)","Religious,0+(0.33*x)",,,,,,,
#,highwayact,default,,,10,25,6,20,TRANSPORT,,250,1000,0+(1.0*x),,8,0,0,0+(1.0*x),,,#Effects,"Motorist,0.05+(0.10*x),4","Environmentalist,0-(0.40*x)","CarUsage,0.20+(0.29*x),4","TrafficCongestion,0-(0.3*x)","Unemployment,0-(0.15*x)","GDP,0+(0.08*x),10","InternationalTrade,0.06+(0.07*x),12","Commuters,0.04+(0.02*x)","Motorist_freq,0.04+(0.04*x)",,,,,,,,,,,,,,
,internetpolice,default,,,28,23,15,14,LAWANDORDER,,40,350,0+(1.0*x),,5,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.03-(0.2*x)",,,,,,,,,,,,,,,,,,,,,,
#,ucp,default,,,17,10,14,11,LAWANDORDER,,100,200,0+(1.0*x),,6,0,0,0+(1.0*x),,,#Effects,"_security_,0.01+(0.12*x)","Organised Crime,-0.01-(0.1*x)","CrimeRate,-0.01-(0.05*x)","ViolentCrimeRate,-0.01-(0.05*x)","_security_,0.01+(0.15*x)",,,,,,,,
#,policerobots,default,,,34,12,7,7,LAWANDORDER,,500,16000,0+(1.0*x),,7,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.15-(0.15*x)","Conservatives,0.08+(0.1*x)","Patriot,0+(0.25*x)","_Terrorism,0-(0.2*x)","Wealthy,0.1+(0.13*x)","Technology,0.02+(0.04*x)","Unemployment,0.0-(0.13*x)","CrimeRate,0.00-(0.25*x)","ViolentCrimeRate,-0.20-(0.40*x)",,,,,,,,,,,,,,
#,spacemirrors,default,,,30,28,20,10,ECONOMY,,4000,32000,0+(1.0*x),,26,0,0,0+(1.0*x),,,#Effects,"Patriot,0.05+(0.20*x)","Patriot_freq,0.05+(0.15*x)","Unemployment,-0.04-(0.12*x)","StateEmployees,0.035+(0.075*x)","Technology,0+(0.16*x)","Religious_freq,-0.02-(0.06*x)","AverageTemperature,-0.6*(x^2)",,,,,,,,,,,,,,,,
#,aliensearch,default,,,7,3,12,2,PUBLICSERVICES,,50,230,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"FakeNews,0.03+(0.03*x),2","Liberal,0+(0.04*x)","Young,0.02+(0.04*x)",,,,
#,shuttleresearch,default,,,14,6,13,5,ECONOMY,,150,950,1.0*(x^1.4),,1,0,0,0+(1.0*x),,,#Effects,"SpaceCost,-0.1*(x^2),10","Technology,0.02+(0.06*x),12","PrivateSpaceProgram,0+(0.05*x),10","StateEmployees,0+(0.065*x)","ForeignRelations,0.04*(openspacescience*x),12",,
#,privatespacesub,default,,banprivatespace,23,16,18,7,ECONOMY,,550,1830,0+(1.0*x),"_default_,1.0;SpaceCost,-0.3+(0.6*x)",1,0,0,0+(1.0*x),,,#Effects,"PrivateSpaceProgram,0+(0.21*x),3","Capitalist,0.02+(0.13*x)","Socialist,-0.04-(0.08*x)","Unemployment,0-(0.05*x)",,,
#,lunarbase,default,,,36,45,29,32,ECONOMY,,1500,5700,1.0*(x^1.8),"_default_,1.0;SpaceCost,-0.3+(0.6*x)",1,0,0,0+(1.0*x),,,#Effects,"Patriot,0.1+(0.22*x)","Technology,0.04+0.2*(x^2.2),20","SpaceCost,-0.26*(x^1.6),16","Rareearthcrisis,-0.24*(x^3),16","GDP,0.06*(x^3),16","EnergyEfficiency,0.06+(0.16*x),16","Patriot_freq,0.22*(x^2.3)"
#,spaceforce,default,,,25,28,11,8,FOREIGNPOLICY,,140,2750,1.0*(x^2),"_default_,1.0;SpaceCost,-0.3+(0.6*x)",1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.02-(0.11*x)","Patriot,0.03+(0.12*x)","Technology,0.12*(x^2),16","StateEmployees_freq,0.05*(x^2)","Unemployment,-0.05*(x^2)","_percept_strength,0.03+(0.12*x)",
#,openspacescience,default,,,28,31,17,8,FOREIGNPOLICY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"InternationalCooperation,0.045+(0.22*x)","PrivateSpaceProgram,-0.2*(x^4)","TechnologicalAdvantage,-0.03-(0.16*x)","ForeignRelations,0.12*Technology*(x^2.2)","Patriot,-0.05-(0.14*x)","Liberal,0.03+(0.07*x)",
#,banprivatespace,default,,privatespacesub,29,13,21,11,ECONOMY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"PrivateSpaceProgram,-0.3-(2.0*x)","SpaceTourism,-0.3-(2.0*x)","Socialist,0.04+(0.13*x)","Capitalist,-0.04-(0.16*x)","SpaceSupremacy,0.03+(0.09*x)","_global_socialism,0+(0.06*x),16",
#,SustainableIndustryTransition,default,,,30,25,15,10,ECONOMY,,500,3000,0+(1.0*x),"_default_,1.0;Population,0.03+(0.08*x);Environment,-0.08-(0.55*x);BusinessConfidence,-0.02+(0.08*x);",25,0,0,0+(1.0*x),,,#Effects,"Environmentalist,0.02+(0.25*x),0","Pollution,-0.05-(0.20*x),18","CO2Emissions,-0.03-(0.08*x),15","Unemployment,-0.01-(0.04*x),10","AsthmaEpidemic,-0.03-(0.10*x),8","Environment,0.05+(0.45*x),25",,,"GDP,-0.02+(0.05*x),20","Capitalist,-0.02-(0.05*x)"
#,immigranttax,default,MULTIPLYINCOME,,24,13,19,14,TAX,,0,0,0+(1.0*x),,1,0,2120,0+(1.0*x),"Immigration,0+(1.0*x)",,#Effects,"Immigration,0-(0.31*x)","Patriot,0.05+(0.16*x)","Liberal,-0.04-(0.26*x)","EthnicMinorities,-0.05-(0.21*x)",,,,,,,,,,,,,,
#,abroadtax,tax,MULTIPLYINCOME,,17,9,15,12,TAX,,0,0,0+(1.0*x),,1,0,1250,0+(1.0*x),"ForeignRelations,0.75+(0.6*x)",,#Effects,"SelfEmployed,0-(0.17*x)","Capitalist,0-(0.12*x)","Patriot,0.02+(0.07*x)",,,,,,,,,,,,,,,
#,negativeincometax,default,,,35,28,16,12,TAX,,1500,7540,0+(1.0*x),"Poor_perc,0+(1.0*x)",1,0,0,0+(1.0*x),,,#Effects,"_LowIncome,0.03+(0.36*x),2","Poor,0.02+(0.32*x)","PovertyRate,-0.08-(0.35*x),2","Equality,0.02+(0.24*x),2","_global_socialism,-0.14*(Poor_perc*x),5","Capitalist,0.15-(0.25*x)","Socialist,-0.05+(0.2*x)","MiddleIncome,-0.03-(0.24*x)",,,,,,,,,,
#,landtax,incometax,MULTIPLYINCOME,,25,14,18,11,TAX,,0,0,0+(1.0*x),,2,325,2750,0+(1.0*x),"GDP,0.75+(0.5*x)",,#Effects,"Equality,0+(0.16*x)","Wealthy,-0.05-(0.26*x)","PrivateHousing,0.01+(0.12*x),4","Socialist,0.04+(0.13*x)","_HighIncome,0-(0.09*x)","GDP,0+(0.015*x)","Farmers,0+(0.09*x)","BrainDrain,0.04+(0.15*x)","MiddleIncome_income,0-(0.04*x)","MiddleIncome,-0.01-(0.05*x)","TaxEvasion,0.25*(x^2),3",,,,,,,
#,ConstructionSubsidy,default,,,4,16,2,8,WELFARE,,50,1600,0+(1.0*x),"PrivateHousing,0+(1*x)",4,0,0,0+(1.0*x),,,#Effects,"TradeUnionist,0+(0.1*x),1","Unemployment,0-(0.08*x),1","PrivateHousing,0+(0.30*x),6","PovertyRate,0-(0.08*x),6","_LowIncome,0+(0.11*x),1","_MiddleIncome,0+(0.09*x),1","Capitalist,0+(0.10*x),1","Wealthy,0-(0.06*x),1","Retired,0-(0.08*x),1",,,
#,workerspride,default,,,15,8,6,4,PUBLICSERVICES,,200,800,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"TradeUnionist,0.05+(0.09*x)","TradeUnionist_freq,0.00+(0.05*x),6","Capitalist,0.00-(0.09*x)","Patriot,0.00+(0.15*x)*Equality","WorkerProductivity,0.02+(0.05*x)*Equality","Wealthy,-0.02-(0.03*x)",,,,,,,,,
#,publicworks,default,,,30,14,12,8,ECONOMY,,400,2000,0+(1.0*x),,6,0,0,0+(1.0*x),,,#Effects,"Unemployment,0-(0.14*x),4","TradeUnionist,-0.10+(0.07*x)","Socialist,0.00+(0.08*x)","MiddleIncome,0.02+(0.10*x)","_LowIncome,0+(0.08*x)","Environment,0.02+(0.05*x)","Conservatives,0.02+(0.08*x)","Tourism,0.01+(0.04*x)",,,,,,,
#,monitortransactions,default,,,28,10,16,8,LAWANDORDER,,80,550,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Liberal,0.00-(0.04*x)","Capitalist,-0.02-(0.09*x)","GDP,0.00-(0.02*x)","_security_,0.02+(0.18*x)","CrimeRate,0.0-(0.07*x)","Wealthy,0-(0.08*x)","_security_,0.05+(0.08*x)",,,,,,,,
#,armsexports,default,,,20,13,26,19,FOREIGNPOLICY,,0,0,0+(1.0*x),,1,350,2450,0+(MilitarySpending*x)*Technology,,,#Effects,"Liberal,-0.04-(0.11*x)","Patriot,0.03+(x^2)*-0.22","GDP,0+(0.04*x)","Capitalist,0.02+(0.095*x)","_Terrorism,0.05+(x^3)*0.45","ForeignRelations,0-(x^2.5)*0.22",,
#,natomembership,default,,,29,25,17,22,FOREIGNPOLICY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"ForeignRelations,(0.22*x)*MilitarySpending","MilitaryPower,0.25-(0.4*x)","Patriot,0.08+(x^1.3)*-0.32","Liberal,0.055+(0.085*x)","_Terrorism,-0.035-(0.1*x)","GlobalInfluence,0.04+(MilitaryPower*x)*0.16","ForeignThreat,-0.1-(0.05*x)","ActualThreat,-0.1-(0.05*x)"
